area_scaled,age_0_-_1,age_6_-_9,age_1_-_5,age_10_-_19,age_20_-_40,floor_numeric,total_rooms
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,1.0,6.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,2.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,1.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,1.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,2.0,5.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,0.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,0.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,-2.0,5.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,2.0,5.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,0.0,3.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,1.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,2.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,3.0,4.0
-1.4560804702912153,0.0,0.0,0.0,0.0,1.0,1.0,2.0
-1.4560804702912153,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,4.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,2.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,3.0,4.0
-1.4560804702912153,0.0,0.0,1.0,0.0,0.0,0.0,4.0
-1.4297330470657736,0.0,0.0,1.0,0.0,0.0,3.0,3.0
-1.4297330470657736,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-1.403385623840332,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-1.3506907773894488,0.0,0.0,0.0,0.0,1.0,0.0,5.0
-1.3506907773894488,0.0,0.0,0.0,0.0,1.0,0.0,5.0
-1.324343354164007,0.0,0.0,1.0,0.0,0.0,2.0,4.0
-1.324343354164007,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.324343354164007,0.0,0.0,1.0,0.0,0.0,0.0,4.0
-1.2453010844876822,0.0,0.0,1.0,0.0,0.0,2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,0.0,0.0,1.0,0.0,0.0,-2.0,5.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.1926062380367988,0.0,0.0,1.0,0.0,0.0,0.0,2.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,4.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,3.0,5.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,3.0,5.0
-1.1926062380367988,0.0,0.0,1.0,0.0,0.0,0.0,4.0
-1.1926062380367988,0.0,1.0,0.0,0.0,0.0,3.0,5.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,1.0,5.0
-1.1926062380367988,0.0,1.0,0.0,0.0,0.0,3.0,5.0
-1.1926062380367988,0.0,1.0,0.0,0.0,0.0,3.0,5.0
-1.1926062380367988,0.0,0.0,1.0,0.0,0.0,1.0,4.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,0.0,5.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,0.0,4.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,3.0,4.0
-1.1926062380367988,0.0,1.0,0.0,0.0,0.0,1.0,4.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,-2.0,5.0
-1.1926062380367988,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,4.0,5.0
-1.1926062380367988,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.1926062380367988,0.0,0.0,0.0,0.0,1.0,1.0,5.0
-1.166258814811357,0.0,1.0,0.0,0.0,0.0,0.0,7.0
-1.1399113915859156,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.1399113915859156,0.0,0.0,0.0,0.0,1.0,2.0,4.0
-1.1399113915859156,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-1.1399113915859156,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.1399113915859156,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.1399113915859156,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.1399113915859156,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.1399113915859156,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-1.1399113915859156,0.0,0.0,1.0,0.0,0.0,1.0,4.0
-1.1399113915859156,0.0,0.0,1.0,0.0,0.0,1.0,4.0
-1.1399113915859156,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.1399113915859156,0.0,0.0,0.0,0.0,1.0,0.0,4.0
-1.1135639683604739,0.0,0.0,0.0,0.0,1.0,2.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,3.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,3.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,3.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,3.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,4.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,0.0,1.0,0.0,0.0,0.0,0.0,2.0
-1.0608691219095905,0.0,1.0,0.0,0.0,0.0,0.0,2.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,3.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,3.0,6.0
-1.0608691219095905,0.0,0.0,0.0,0.0,1.0,2.0,5.0
-1.0608691219095905,0.0,0.0,0.0,0.0,1.0,0.0,5.0
-1.0608691219095905,0.0,0.0,0.0,0.0,1.0,3.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,4.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,4.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,0.0,1.0,0.0,0.0,0.0,1.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-1.0608691219095905,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-1.034521698684149,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-1.034521698684149,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-1.034521698684149,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-1.034521698684149,0.0,0.0,0.0,0.0,1.0,1.0,5.0
-1.034521698684149,0.0,0.0,1.0,0.0,0.0,2.0,5.0
-1.034521698684149,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-1.0081742754587073,1.0,0.0,0.0,0.0,0.0,-2.0,6.0
-1.0081742754587073,0.0,0.0,1.0,0.0,0.0,1.0,6.0
-1.0081742754587073,1.0,0.0,0.0,0.0,0.0,3.0,5.0
-0.9818268522332656,0.0,0.0,1.0,0.0,0.0,1.0,4.0
-0.9818268522332656,0.0,1.0,0.0,0.0,0.0,0.0,6.0
-0.9818268522332656,0.0,0.0,0.0,0.0,1.0,2.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,2.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.955479429007824,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-0.955479429007824,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-0.955479429007824,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.9291320057823823,0.0,0.0,0.0,0.0,1.0,0.0,5.0
-0.9291320057823823,0.0,0.0,1.0,0.0,0.0,1.0,4.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,0.0,0.0,1.0,0.0,0.0,1.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,-2.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,2.0,6.0
-0.9291320057823823,0.0,0.0,1.0,0.0,0.0,3.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,0.0,1.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,3.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,3.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,1.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,6.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,5.0
-0.9291320057823823,1.0,0.0,0.0,0.0,0.0,0.0,5.0
